order_item_id,order_id,product_id,quantity,unit_price,customer_id,order_date,total_amount,customer_name,city,signup_date,product_name,category,price
12801,O04268,P0174,2,62780,C0494,10/17/2025,361503,Customer 494,Jaipur,11/21/2024,Lamp 49,Furniture,62780
12802,O04268,P0414,2,31975,C0494,10/17/2025,361503,Customer 494,Jaipur,11/21/2024,Vacuum 39,Home,31975
12803,O04269,P0099,1,1271,C0084,9/6/2025,1271,Customer 84,Delhi,9/7/2024,Headphones 99,Electronics,1271
12804,O04270,P0232,2,28760,C0354,7/30/2025,274362,Customer 354,Bangalore,7/7/2024,Desk 107,Furniture,28760
12805,O04270,P0465,1,28353,C0354,7/30/2025,274362,Customer 354,Bangalore,7/7/2024,Mixer 90,Home,28353
12806,O04270,P0030,1,29591,C0354,7/30/2025,274362,Customer 354,Bangalore,7/7/2024,Keyboard 30,Electronics,29591
12807,O04270,P0458,2,56085,C0354,7/30/2025,274362,Customer 354,Bangalore,7/7/2024,Bottle 83,Home,56085
12808,O04270,P0294,3,15576,C0354,7/30/2025,274362,Customer 354,Bangalore,7/7/2024,T-Shirt 44,Fashion,15576
12809,O04271,P0048,2,68108,C0392,1/3/2025,350722,Customer 392,Hyderabad,5/12/2024,Laptop 48,Electronics,68108
12810,O04271,P0494,3,54677,C0392,1/3/2025,350722,Customer 392,Hyderabad,5/12/2024,Vacuum 119,Home,54677
12811,O04271,P0201,1,50475,C0392,1/3/2025,350722,Customer 392,Hyderabad,5/12/2024,Shelf 76,Furniture,50475
12812,O04272,P0303,2,61737,C0780,11/21/2025,330837,Customer 780,Lucknow,7/21/2024,Shoes 53,Fashion,61737
12813,O04272,P0165,3,18192,C0780,11/21/2025,330837,Customer 780,Lucknow,7/21/2024,Shelf 40,Furniture,18192
12814,O04272,P0107,2,50839,C0780,11/21/2025,330837,Customer 780,Lucknow,7/21/2024,Laptop 107,Electronics,50839
12815,O04272,P0123,1,41950,C0780,11/21/2025,330837,Customer 780,Lucknow,7/21/2024,Keyboard 123,Electronics,41950
12816,O04272,P0230,3,3053,C0780,11/21/2025,330837,Customer 780,Lucknow,7/21/2024,Shelf 105,Furniture,3053
12817,O04273,P0238,1,23790,C0465,7/26/2025,223391,Customer 465,Pune,2/6/2024,Lamp 113,Furniture,23790
12818,O04273,P0444,1,11453,C0465,7/26/2025,223391,Customer 465,Pune,2/6/2024,Vacuum 69,Home,11453
12819,O04273,P0342,2,29803,C0465,7/26/2025,223391,Customer 465,Pune,2/6/2024,T-Shirt 92,Fashion,29803
12820,O04273,P0224,2,64271,C0465,7/26/2025,223391,Customer 465,Pune,2/6/2024,Chair 99,Furniture,64271
12821,O04274,P0483,3,50493,C0230,6/8/2025,268509,Customer 230,Ahmedabad,11/24/2024,Air Fryer 108,Home,50493
12822,O04274,P0489,3,7226,C0230,6/8/2025,268509,Customer 230,Ahmedabad,11/24/2024,Vacuum 114,Home,7226
12823,O04274,P0336,3,31784,C0230,6/8/2025,268509,Customer 230,Ahmedabad,11/24/2024,T-Shirt 86,Fashion,31784
12824,O04275,P0432,3,22002,C0466,12/13/2025,149512,Customer 466,Lucknow,5/15/2024,Bottle 57,Home,22002
12825,O04275,P0041,2,41753,C0466,12/13/2025,149512,Customer 466,Lucknow,5/15/2024,Phone 41,Electronics,41753
12826,O04276,P0117,1,6138,C0779,5/2/2025,6138,Customer 779,Pune,1/24/2024,Laptop 117,Electronics,6138
12827,O04277,P0406,3,49992,C0182,5/16/2025,535824,Customer 182,Ahmedabad,11/9/2024,Bottle 31,Home,49992
12828,O04277,P0216,2,28827,C0182,5/16/2025,535824,Customer 182,Ahmedabad,11/9/2024,Lamp 91,Furniture,28827
12829,O04277,P0384,2,59030,C0182,5/16/2025,535824,Customer 182,Ahmedabad,11/9/2024,Vacuum 9,Home,59030
12830,O04277,P0425,2,55660,C0182,5/16/2025,535824,Customer 182,Ahmedabad,11/9/2024,Air Fryer 50,Home,55660
12831,O04277,P0370,2,49407,C0182,5/16/2025,535824,Customer 182,Ahmedabad,11/9/2024,Jeans 120,Fashion,49407
12832,O04278,P0400,1,47533,C0890,6/24/2025,47533,Customer 890,Jaipur,3/25/2024,Mixer 25,Home,47533
12833,O04279,P0460,1,24376,C0310,10/5/2025,320274,Customer 310,Kolkata,2/2/2024,Vacuum 85,Home,24376
12834,O04279,P0274,3,54768,C0310,10/5/2025,320274,Customer 310,Kolkata,2/2/2024,Jeans 24,Fashion,54768
12835,O04279,P0440,2,65797,C0310,10/5/2025,320274,Customer 310,Kolkata,2/2/2024,Vacuum 65,Home,65797
12836,O04280,P0432,3,22002,C0718,8/13/2025,110458,Customer 718,Hyderabad,7/30/2024,Bottle 57,Home,22002
12837,O04280,P0060,1,44452,C0718,8/13/2025,110458,Customer 718,Hyderabad,7/30/2024,Phone 60,Electronics,44452
12838,O04281,P0439,2,51466,C0353,7/18/2025,102932,Customer 353,Chennai,8/26/2024,Bottle 64,Home,51466
12839,O04282,P0248,2,60886,C0866,5/29/2025,236546,Customer 866,Bangalore,12/5/2024,Shelf 123,Furniture,60886
12840,O04282,P0027,3,38258,C0866,5/29/2025,236546,Customer 866,Bangalore,12/5/2024,Keyboard 27,Electronics,38258
12841,O04283,P0419,2,60705,C0799,10/26/2025,324626,Customer 799,Mumbai,5/28/2024,Mixer 44,Home,60705
12842,O04283,P0297,2,42354,C0799,10/26/2025,324626,Customer 799,Mumbai,5/28/2024,T-Shirt 47,Fashion,42354
12843,O04283,P0368,2,59254,C0799,10/26/2025,324626,Customer 799,Mumbai,5/28/2024,Jeans 118,Fashion,59254
12844,O04284,P0056,1,39891,C0852,3/2/2025,39891,Customer 852,Ahmedabad,8/12/2024,Phone 56,Electronics,39891
12845,O04285,P0201,2,50475,C0496,10/22/2025,319492,Customer 496,Kolkata,6/27/2024,Shelf 76,Furniture,50475
12846,O04285,P0158,2,45437,C0496,10/22/2025,319492,Customer 496,Kolkata,6/27/2024,Lamp 33,Furniture,45437
12847,O04285,P0452,3,9004,C0496,10/22/2025,319492,Customer 496,Kolkata,6/27/2024,Bottle 77,Home,9004
12848,O04285,P0231,3,33552,C0496,10/22/2025,319492,Customer 496,Kolkata,6/27/2024,Lamp 106,Furniture,33552
12849,O04286,P0237,3,37829,C0360,8/3/2025,277267,Customer 360,Kolkata,12/12/2024,Desk 112,Furniture,37829
12850,O04286,P0077,2,48767,C0360,8/3/2025,277267,Customer 360,Kolkata,12/12/2024,Phone 77,Electronics,48767
12851,O04286,P0263,1,66246,C0360,8/3/2025,277267,Customer 360,Kolkata,12/12/2024,T-Shirt 13,Fashion,66246
12852,O04287,P0108,3,59228,C0171,7/18/2025,488426,Customer 171,Delhi,2/7/2024,Keyboard 108,Electronics,59228
12853,O04287,P0152,1,39208,C0171,7/18/2025,488426,Customer 171,Delhi,2/7/2024,Chair 27,Furniture,39208
12854,O04287,P0260,1,52925,C0171,7/18/2025,488426,Customer 171,Delhi,2/7/2024,Shoes 10,Fashion,52925
12855,O04287,P0173,3,53534,C0171,7/18/2025,488426,Customer 171,Delhi,2/7/2024,Chair 48,Furniture,53534
12856,O04287,P0138,1,58007,C0171,7/18/2025,488426,Customer 171,Delhi,2/7/2024,Desk 13,Furniture,58007
12857,O04288,P0490,3,1456,C0624,9/17/2025,233775,Customer 624,Chennai,9/13/2024,Bottle 115,Home,1456
12858,O04288,P0351,2,30315,C0624,9/17/2025,233775,Customer 624,Chennai,9/13/2024,Shoes 101,Fashion,30315
12859,O04288,P0195,3,56259,C0624,9/17/2025,233775,Customer 624,Chennai,9/13/2024,Lamp 70,Furniture,56259
12860,O04289,P0195,3,56259,C0427,1/6/2025,411389,Customer 427,Delhi,1/24/2024,Lamp 70,Furniture,56259
12861,O04289,P0371,1,24545,C0427,1/6/2025,411389,Customer 427,Delhi,1/24/2024,Jacket 121,Fashion,24545
12862,O04289,P0303,3,61737,C0427,1/6/2025,411389,Customer 427,Delhi,1/24/2024,Shoes 53,Fashion,61737
12863,O04289,P0374,3,10952,C0427,1/6/2025,411389,Customer 427,Delhi,1/24/2024,Shoes 124,Fashion,10952
12864,O04290,P0112,3,49115,C0884,7/28/2025,147345,Customer 884,Delhi,9/26/2024,Monitor 112,Electronics,49115
12865,O04291,P0244,2,23592,C0136,7/29/2025,362927,Customer 136,Bangalore,5/1/2024,Desk 119,Furniture,23592
12866,O04291,P0018,2,34316,C0136,7/29/2025,362927,Customer 136,Bangalore,5/1/2024,Headphones 18,Electronics,34316
12867,O04291,P0320,2,9942,C0136,7/29/2025,362927,Customer 136,Bangalore,5/1/2024,Shoes 70,Fashion,9942
12868,O04291,P0393,2,18398,C0136,7/29/2025,362927,Customer 136,Bangalore,5/1/2024,Air Fryer 18,Home,18398
12869,O04291,P0442,3,63477,C0136,7/29/2025,362927,Customer 136,Bangalore,5/1/2024,Mixer 67,Home,63477
12870,O04292,P0388,3,50693,C0384,8/28/2025,152079,Customer 384,Jaipur,5/22/2024,Bottle 13,Home,50693
12871,O04293,P0458,1,56085,C0211,10/19/2025,363960,Customer 211,Mumbai,12/7/2024,Bottle 83,Home,56085
12872,O04293,P0423,2,39892,C0211,10/19/2025,363960,Customer 211,Mumbai,12/7/2024,Air Fryer 48,Home,39892
12873,O04293,P0209,2,66066,C0211,10/19/2025,363960,Customer 211,Mumbai,12/7/2024,Lamp 84,Furniture,66066
12874,O04293,P0074,3,19030,C0211,10/19/2025,363960,Customer 211,Mumbai,12/7/2024,Headphones 74,Electronics,19030
12875,O04293,P0193,1,38869,C0211,10/19/2025,363960,Customer 211,Mumbai,12/7/2024,Shelf 68,Furniture,38869
12876,O04294,P0344,1,12455,C0901,8/16/2025,12455,Customer 901,Ahmedabad,9/14/2024,Shoes 94,Fashion,12455
12877,O04295,P0184,1,14264,C0057,8/13/2025,178670,Customer 57,Hyderabad,7/23/2024,Shelf 59,Furniture,14264
12878,O04295,P0064,3,54802,C0057,8/13/2025,178670,Customer 57,Hyderabad,7/23/2024,Phone 64,Electronics,54802
12879,O04296,P0096,1,6824,C0612,8/3/2025,111268,Customer 612,Chennai,11/13/2024,Laptop 96,Electronics,6824
12880,O04296,P0339,2,52222,C0612,8/3/2025,111268,Customer 612,Chennai,11/13/2024,Jeans 89,Fashion,52222
12881,O04297,P0148,1,46637,C0553,12/1/2025,53542,Customer 553,Ahmedabad,3/5/2024,Shelf 23,Furniture,46637
12882,O04297,P0104,1,6905,C0553,12/1/2025,53542,Customer 553,Ahmedabad,3/5/2024,Monitor 104,Electronics,6905
12883,O04298,P0027,1,38258,C0198,12/17/2025,78390,Customer 198,Jaipur,3/23/2024,Keyboard 27,Electronics,38258
12884,O04298,P0404,1,40132,C0198,12/17/2025,78390,Customer 198,Jaipur,3/23/2024,Air Fryer 29,Home,40132
12885,O04299,P0130,2,54796,C0632,10/29/2025,152396,Customer 632,Kolkata,2/16/2024,Desk 5,Furniture,54796
12886,O04299,P0144,1,42804,C0632,10/29/2025,152396,Customer 632,Kolkata,2/16/2024,Chair 19,Furniture,42804
12887,O04300,P0428,2,66602,C0807,7/25/2025,133204,Customer 807,Ahmedabad,7/24/2024,Vacuum 53,Home,66602
12888,O04301,P0349,1,57073,C0580,5/13/2025,87345,Customer 580,Kolkata,9/28/2024,Jacket 99,Fashion,57073
12889,O04301,P0470,2,15136,C0580,5/13/2025,87345,Customer 580,Kolkata,9/28/2024,Vacuum 95,Home,15136
12890,O04302,P0098,2,61880,C0627,6/26/2025,237307,Customer 627,Mumbai,6/22/2024,Keyboard 98,Electronics,61880
12891,O04302,P0175,3,37849,C0627,6/26/2025,237307,Customer 627,Mumbai,6/22/2024,Chair 50,Furniture,37849
12892,O04303,P0399,2,63669,C0902,7/20/2025,210335,Customer 902,Bangalore,8/2/2024,Bottle 24,Home,63669
12893,O04303,P0072,1,63671,C0902,7/20/2025,210335,Customer 902,Bangalore,8/2/2024,Monitor 72,Electronics,63671
12894,O04303,P0307,1,19326,C0902,7/20/2025,210335,Customer 902,Bangalore,8/2/2024,T-Shirt 57,Fashion,19326
12895,O04304,P0247,1,3179,C0518,6/25/2025,7262,Customer 518,Lucknow,11/18/2024,Desk 122,Furniture,3179
12896,O04304,P0367,1,4083,C0518,6/25/2025,7262,Customer 518,Lucknow,11/18/2024,Jeans 117,Fashion,4083
12897,O04305,P0130,3,54796,C0805,7/15/2025,261394,Customer 805,Pune,2/24/2024,Desk 5,Furniture,54796
12898,O04305,P0272,2,45343,C0805,7/15/2025,261394,Customer 805,Pune,2/24/2024,Shoes 22,Fashion,45343
12899,O04305,P0454,2,3160,C0805,7/15/2025,261394,Customer 805,Pune,2/24/2024,Mixer 79,Home,3160
12900,O04306,P0126,3,66694,C0545,9/3/2025,441954,Customer 545,Pune,6/13/2024,Shelf 1,Furniture,66694
12901,O04306,P0055,3,36172,C0545,9/3/2025,441954,Customer 545,Pune,6/13/2024,Keyboard 55,Electronics,36172
12902,O04306,P0060,3,44452,C0545,9/3/2025,441954,Customer 545,Pune,6/13/2024,Phone 60,Electronics,44452
12903,O04307,P0086,2,21132,C0803,1/6/2025,126076,Customer 803,Hyderabad,12/19/2024,Phone 86,Electronics,21132
12904,O04307,P0186,1,68923,C0803,1/6/2025,126076,Customer 803,Hyderabad,12/19/2024,Lamp 61,Furniture,68923
12905,O04307,P0180,3,4963,C0803,1/6/2025,126076,Customer 803,Hyderabad,12/19/2024,Chair 55,Furniture,4963
12906,O04308,P0127,2,39494,C0822,1/4/2025,198401,Customer 822,Lucknow,8/25/2024,Lamp 2,Furniture,39494
12907,O04308,P0499,2,29670,C0822,1/4/2025,198401,Customer 822,Lucknow,8/25/2024,Bottle 124,Home,29670
12908,O04308,P0228,1,60073,C0822,1/4/2025,198401,Customer 822,Lucknow,8/25/2024,Lamp 103,Furniture,60073
12909,O04309,P0246,3,29388,C0374,6/20/2025,88164,Customer 374,Hyderabad,8/9/2024,Chair 121,Furniture,29388
12910,O04310,P0272,2,45343,C0881,8/6/2025,385716,Customer 881,Mumbai,3/20/2024,Shoes 22,Fashion,45343
12911,O04310,P0327,1,63534,C0881,8/6/2025,385716,Customer 881,Mumbai,3/20/2024,Shoes 77,Fashion,63534
12912,O04310,P0492,3,50524,C0881,8/6/2025,385716,Customer 881,Mumbai,3/20/2024,Air Fryer 117,Home,50524
12913,O04310,P0229,1,60804,C0881,8/6/2025,385716,Customer 881,Mumbai,3/20/2024,Desk 104,Furniture,60804
12914,O04310,P0279,1,19120,C0881,8/6/2025,385716,Customer 881,Mumbai,3/20/2024,Jeans 29,Fashion,19120
12915,O04311,P0087,1,41188,C0235,10/30/2025,76076,Customer 235,Delhi,5/15/2024,Headphones 87,Electronics,41188
12916,O04311,P0063,1,34888,C0235,10/30/2025,76076,Customer 235,Delhi,5/15/2024,Laptop 63,Electronics,34888
12917,O04312,P0462,1,4026,C0940,9/4/2025,4026,Customer 940,Ahmedabad,1/9/2024,Vacuum 87,Home,4026
12918,O04313,P0206,3,8342,C0637,6/16/2025,545374,Customer 637,Kolkata,10/26/2024,Chair 81,Furniture,8342
12919,O04313,P0494,3,54677,C0637,6/16/2025,545374,Customer 637,Kolkata,10/26/2024,Vacuum 119,Home,54677
12920,O04313,P0213,3,62876,C0637,6/16/2025,545374,Customer 637,Kolkata,10/26/2024,Chair 88,Furniture,62876
12921,O04313,P0473,1,15172,C0637,6/16/2025,545374,Customer 637,Kolkata,10/26/2024,Vacuum 98,Home,15172
12922,O04313,P0107,3,50839,C0637,6/16/2025,545374,Customer 637,Kolkata,10/26/2024,Laptop 107,Electronics,50839
12923,O04314,P0269,3,36264,C0831,8/30/2025,400818,Customer 831,Hyderabad,1/29/2024,Jeans 19,Fashion,36264
12924,O04314,P0398,2,55394,C0831,8/30/2025,400818,Customer 831,Hyderabad,1/29/2024,Bottle 23,Home,55394
12925,O04314,P0248,1,60886,C0831,8/30/2025,400818,Customer 831,Hyderabad,1/29/2024,Shelf 123,Furniture,60886
12926,O04314,P0082,3,18665,C0831,8/30/2025,400818,Customer 831,Hyderabad,1/29/2024,Phone 82,Electronics,18665
12927,O04314,P0471,1,64357,C0831,8/30/2025,400818,Customer 831,Hyderabad,1/29/2024,Bottle 96,Home,64357
12928,O04315,P0291,2,27579,C0258,3/22/2025,242815,Customer 258,Lucknow,11/11/2024,Jacket 41,Fashion,27579
12929,O04315,P0186,1,68923,C0258,3/22/2025,242815,Customer 258,Lucknow,11/11/2024,Lamp 61,Furniture,68923
12930,O04315,P0409,3,39578,C0258,3/22/2025,242815,Customer 258,Lucknow,11/11/2024,Air Fryer 34,Home,39578
12931,O04316,P0469,2,26030,C0838,2/27/2025,264803,Customer 838,Lucknow,11/10/2024,Bottle 94,Home,26030
12932,O04316,P0342,2,29803,C0838,2/27/2025,264803,Customer 838,Lucknow,11/10/2024,T-Shirt 92,Fashion,29803
12933,O04316,P0296,1,52187,C0838,2/27/2025,264803,Customer 838,Lucknow,11/10/2024,T-Shirt 46,Fashion,52187
12934,O04316,P0201,2,50475,C0838,2/27/2025,264803,Customer 838,Lucknow,11/10/2024,Shelf 76,Furniture,50475
12935,O04317,P0390,3,51029,C0009,5/1/2025,248343,Customer 9,Pune,4/21/2024,Vacuum 15,Home,51029
12936,O04317,P0094,3,31752,C0009,5/1/2025,248343,Customer 9,Pune,4/21/2024,Monitor 94,Electronics,31752
12937,O04318,P0003,3,16745,C0519,1/4/2025,225304,Customer 519,Bangalore,5/2/2024,Laptop 3,Electronics,16745
12938,O04318,P0010,1,18247,C0519,1/4/2025,225304,Customer 519,Bangalore,5/2/2024,Laptop 10,Electronics,18247
12939,O04318,P0166,1,31563,C0519,1/4/2025,225304,Customer 519,Bangalore,5/2/2024,Desk 41,Furniture,31563
12940,O04318,P0041,3,41753,C0519,1/4/2025,225304,Customer 519,Bangalore,5/2/2024,Phone 41,Electronics,41753
12941,O04319,P0351,1,30315,C0500,6/9/2025,218369,Customer 500,Jaipur,7/29/2024,Shoes 101,Fashion,30315
12942,O04319,P0041,1,41753,C0500,6/9/2025,218369,Customer 500,Jaipur,7/29/2024,Phone 41,Electronics,41753
12943,O04319,P0077,3,48767,C0500,6/9/2025,218369,Customer 500,Jaipur,7/29/2024,Phone 77,Electronics,48767
12944,O04320,P0043,3,68011,C0164,12/27/2025,204033,Customer 164,Ahmedabad,10/16/2024,Monitor 43,Electronics,68011
12945,O04321,P0153,2,27368,C0909,9/8/2025,136509,Customer 909,Bangalore,2/12/2024,Shelf 28,Furniture,27368
12946,O04321,P0188,1,35961,C0909,9/8/2025,136509,Customer 909,Bangalore,2/12/2024,Lamp 63,Furniture,35961
12947,O04321,P0485,2,22906,C0909,9/8/2025,136509,Customer 909,Bangalore,2/12/2024,Vacuum 110,Home,22906
12948,O04322,P0318,3,24323,C0283,9/29/2025,255289,Customer 283,Kolkata,2/24/2024,Jacket 68,Fashion,24323
12949,O04322,P0071,1,57819,C0283,9/29/2025,255289,Customer 283,Kolkata,2/24/2024,Phone 71,Electronics,57819
12950,O04322,P0338,1,46657,C0283,9/29/2025,255289,Customer 283,Kolkata,2/24/2024,Jeans 88,Fashion,46657
12951,O04322,P0443,2,38922,C0283,9/29/2025,255289,Customer 283,Kolkata,2/24/2024,Mixer 68,Home,38922
12952,O04323,P0448,2,68503,C0416,8/1/2025,302897,Customer 416,Bangalore,10/1/2024,Air Fryer 73,Home,68503
12953,O04323,P0239,3,55297,C0416,8/1/2025,302897,Customer 416,Bangalore,10/1/2024,Chair 114,Furniture,55297
12954,O04324,P0183,1,1414,C0758,1/10/2025,1414,Customer 758,Ahmedabad,2/16/2024,Desk 58,Furniture,1414
12955,O04325,P0230,1,3053,C0416,12/15/2025,165000,Customer 416,Bangalore,10/1/2024,Shelf 105,Furniture,3053
12956,O04325,P0130,1,54796,C0416,12/15/2025,165000,Customer 416,Bangalore,10/1/2024,Desk 5,Furniture,54796
12957,O04325,P0142,3,8363,C0416,12/15/2025,165000,Customer 416,Bangalore,10/1/2024,Lamp 17,Furniture,8363
12958,O04325,P0088,2,21085,C0416,12/15/2025,165000,Customer 416,Bangalore,10/1/2024,Phone 88,Electronics,21085
12959,O04325,P0423,1,39892,C0416,12/15/2025,165000,Customer 416,Bangalore,10/1/2024,Air Fryer 48,Home,39892
12960,O04326,P0150,1,32511,C0493,10/1/2025,103954,Customer 493,Kolkata,10/26/2024,Chair 25,Furniture,32511
12961,O04326,P0377,1,41707,C0493,10/1/2025,103954,Customer 493,Kolkata,10/26/2024,Vacuum 2,Home,41707
12962,O04326,P0278,1,29736,C0493,10/1/2025,103954,Customer 493,Kolkata,10/26/2024,T-Shirt 28,Fashion,29736
12963,O04327,P0488,3,41432,C0587,7/10/2025,363562,Customer 587,Pune,3/14/2024,Air Fryer 113,Home,41432
12964,O04327,P0253,3,24904,C0587,7/10/2025,363562,Customer 587,Pune,3/14/2024,Jeans 3,Fashion,24904
12965,O04327,P0073,1,26941,C0587,7/10/2025,363562,Customer 587,Pune,3/14/2024,Monitor 73,Electronics,26941
12966,O04327,P0462,2,4026,C0587,7/10/2025,363562,Customer 587,Pune,3/14/2024,Vacuum 87,Home,4026
12967,O04327,P0122,3,43187,C0587,7/10/2025,363562,Customer 587,Pune,3/14/2024,Phone 122,Electronics,43187
12968,O04328,P0219,1,10437,C0725,11/26/2025,10437,Customer 725,Mumbai,2/4/2024,Shelf 94,Furniture,10437
12969,O04329,P0172,1,879,C0815,2/15/2025,102898,Customer 815,Bangalore,6/28/2024,Chair 47,Furniture,879
12970,O04329,P0229,1,60804,C0815,2/15/2025,102898,Customer 815,Bangalore,6/28/2024,Desk 104,Furniture,60804
12971,O04329,P0305,1,41215,C0815,2/15/2025,102898,Customer 815,Bangalore,6/28/2024,Jeans 55,Fashion,41215
12972,O04330,P0138,3,58007,C0411,9/6/2025,174021,Customer 411,Jaipur,6/29/2024,Desk 13,Furniture,58007
12973,O04331,P0257,3,13424,C0680,9/30/2025,328229,Customer 680,Bangalore,3/15/2024,Shoes 7,Fashion,13424
12974,O04331,P0361,3,50511,C0680,9/30/2025,328229,Customer 680,Bangalore,3/15/2024,Jeans 111,Fashion,50511
12975,O04331,P0052,2,68212,C0680,9/30/2025,328229,Customer 680,Bangalore,3/15/2024,Headphones 52,Electronics,68212
12976,O04332,P0023,3,59450,C0008,2/18/2025,349508,Customer 8,Mumbai,1/16/2024,Laptop 23,Electronics,59450
12977,O04332,P0370,2,49407,C0008,2/18/2025,349508,Customer 8,Mumbai,1/16/2024,Jeans 120,Fashion,49407
12978,O04332,P0055,2,36172,C0008,2/18/2025,349508,Customer 8,Mumbai,1/16/2024,Keyboard 55,Electronics,36172
12979,O04333,P0015,1,65610,C0624,9/5/2025,102698,Customer 624,Chennai,9/13/2024,Phone 15,Electronics,65610
12980,O04333,P0317,2,18544,C0624,9/5/2025,102698,Customer 624,Chennai,9/13/2024,T-Shirt 67,Fashion,18544
12981,O04334,P0024,3,58541,C0076,10/20/2025,186469,Customer 76,Ahmedabad,4/1/2024,Phone 24,Electronics,58541
12982,O04334,P0062,1,10846,C0076,10/20/2025,186469,Customer 76,Ahmedabad,4/1/2024,Laptop 62,Electronics,10846
12983,O04335,P0122,3,43187,C0563,6/30/2025,135699,Customer 563,Mumbai,11/28/2024,Phone 122,Electronics,43187
12984,O04335,P0117,1,6138,C0563,6/30/2025,135699,Customer 563,Mumbai,11/28/2024,Laptop 117,Electronics,6138
12985,O04336,P0431,3,32736,C0993,10/17/2025,397012,Customer 993,Jaipur,3/26/2024,Mixer 56,Home,32736
12986,O04336,P0002,3,57632,C0993,10/17/2025,397012,Customer 993,Jaipur,3/26/2024,Keyboard 2,Electronics,57632
12987,O04336,P0426,1,9894,C0993,10/17/2025,397012,Customer 993,Jaipur,3/26/2024,Vacuum 51,Home,9894
12988,O04336,P0138,2,58007,C0993,10/17/2025,397012,Customer 993,Jaipur,3/26/2024,Desk 13,Furniture,58007
12989,O04337,P0083,3,6832,C0600,6/24/2025,233015,Customer 600,Mumbai,9/4/2024,Laptop 83,Electronics,6832
12990,O04337,P0304,3,26824,C0600,6/24/2025,233015,Customer 600,Mumbai,9/4/2024,Jeans 54,Fashion,26824
12991,O04337,P0466,2,36683,C0600,6/24/2025,233015,Customer 600,Mumbai,9/4/2024,Air Fryer 91,Home,36683
12992,O04337,P0053,2,10536,C0600,6/24/2025,233015,Customer 600,Mumbai,9/4/2024,Headphones 53,Electronics,10536
12993,O04337,P0176,1,37609,C0600,6/24/2025,233015,Customer 600,Mumbai,9/4/2024,Shelf 51,Furniture,37609
12994,O04338,P0411,3,41380,C0080,8/8/2025,175970,Customer 80,Hyderabad,3/19/2024,Vacuum 36,Home,41380
12995,O04338,P0310,2,25915,C0080,8/8/2025,175970,Customer 80,Hyderabad,3/19/2024,T-Shirt 60,Fashion,25915
12996,O04339,P0085,2,55005,C0086,5/25/2025,444492,Customer 86,Pune,6/6/2024,Keyboard 85,Electronics,55005
12997,O04339,P0499,2,29670,C0086,5/25/2025,444492,Customer 86,Pune,6/6/2024,Bottle 124,Home,29670
12998,O04339,P0010,2,18247,C0086,5/25/2025,444492,Customer 86,Pune,6/6/2024,Laptop 10,Electronics,18247
12999,O04339,P0463,2,59126,C0086,5/25/2025,444492,Customer 86,Pune,6/6/2024,Air Fryer 88,Home,59126
13000,O04339,P0404,3,40132,C0086,5/25/2025,444492,Customer 86,Pune,6/6/2024,Air Fryer 29,Home,40132
13001,O04340,P0469,3,26030,C0880,2/26/2025,183349,Customer 880,Bangalore,4/25/2024,Bottle 94,Home,26030
13002,O04340,P0094,2,31752,C0880,2/26/2025,183349,Customer 880,Bangalore,4/25/2024,Monitor 94,Electronics,31752
13003,O04340,P0154,1,41755,C0880,2/26/2025,183349,Customer 880,Bangalore,4/25/2024,Lamp 29,Furniture,41755
13004,O04341,P0198,2,18630,C0597,7/30/2025,227760,Customer 597,Chennai,12/19/2024,Chair 73,Furniture,18630
13005,O04341,P0067,3,63500,C0597,7/30/2025,227760,Customer 597,Chennai,12/19/2024,Headphones 67,Electronics,63500
13006,O04342,P0122,3,43187,C0082,9/22/2025,343201,Customer 82,Delhi,9/28/2024,Phone 122,Electronics,43187
13007,O04342,P0355,3,23708,C0082,9/22/2025,343201,Customer 82,Delhi,9/28/2024,Shoes 105,Fashion,23708
13008,O04342,P0036,2,11500,C0082,9/22/2025,343201,Customer 82,Delhi,9/28/2024,Keyboard 36,Electronics,11500
13009,O04342,P0092,3,12002,C0082,9/22/2025,343201,Customer 82,Delhi,9/28/2024,Laptop 92,Electronics,12002
13010,O04342,P0154,2,41755,C0082,9/22/2025,343201,Customer 82,Delhi,9/28/2024,Lamp 29,Furniture,41755
13011,O04343,P0363,1,7238,C0242,11/27/2025,216412,Customer 242,Delhi,5/10/2024,Jeans 113,Fashion,7238
13012,O04343,P0405,2,52064,C0242,11/27/2025,216412,Customer 242,Delhi,5/10/2024,Mixer 30,Home,52064
13013,O04343,P0237,2,37829,C0242,11/27/2025,216412,Customer 242,Delhi,5/10/2024,Desk 112,Furniture,37829
13014,O04343,P0246,1,29388,C0242,11/27/2025,216412,Customer 242,Delhi,5/10/2024,Chair 121,Furniture,29388
13015,O04344,P0323,2,9108,C0651,6/6/2025,30328,Customer 651,Ahmedabad,4/30/2024,T-Shirt 73,Fashion,9108
13016,O04344,P0453,2,6056,C0651,6/6/2025,30328,Customer 651,Ahmedabad,4/30/2024,Bottle 78,Home,6056
13017,O04345,P0254,2,4422,C0638,8/25/2025,223260,Customer 638,Hyderabad,11/22/2024,Shoes 4,Fashion,4422
13018,O04345,P0085,2,55005,C0638,8/25/2025,223260,Customer 638,Hyderabad,11/22/2024,Keyboard 85,Electronics,55005
13019,O04345,P0310,2,25915,C0638,8/25/2025,223260,Customer 638,Hyderabad,11/22/2024,T-Shirt 60,Fashion,25915
